"","NMDGF","sample_year","NK","length_mm_1","length_mm_2","length_mm_3","anterior_width","poserior_width","width_2nd_curve","width_straight_mdpt","mass_trachea+syrinx","segment_count1","segment_count2","tail","wing.chord","anterior.culmen","posterior.culmen","tarsus","mass","width_1st_curve","mean_trachea_length","segment_count_mean","trachea.diameter","segment_width","prop_trachea","log_mass","mass13","log_mtl","BMI.tars","BMI.trach","BMI.wing","taxon_name","sex","bursa","data.origin","r"
"1",5,2020,281703,757,761,758,16.01,9.93,10.02,10.17,27.3,285,290,170,440,NA,NA,185,3450,9.66,758.666666666667,287.5,NA,2.61609195402299,0.219903381642512,3.53781909507327,15.1102980787737,2.88005100300337,10.5843681519357,0.629370507874636,1.87112603305785,"Antigone canadensis canadensis","M","N","MSB",0.084981536919266
"2",80,2020,281743,662,667,664,13.23,9.5,8.85,8.3,16.8,286,276,175,485,64.25,78.84,188,3850,NA,664.333333333333,281,NA,2.40700483091787,0.172554112554113,3.5854607295085,15.6730520724067,2.82238604398083,11.4375848800362,0.915963020597178,1.71856732915294,"Antigone canadensis canadensis","M",NA,"MSB",0.0012553817073005
"3",105,2020,281749,774,771,768,15.7,9.79,11.12,10.61,24.6,321,326,195,540,85.8,111.6,223,5650,9.79,771,323.5,NA,2.36503067484663,0.13646017699115,3.75204844781944,17.8107749432321,2.88705437805096,11.9296587504273,0.9979964369887,2.03446502057613,"Antigone canadensis tabida","M","N","MSB",0.0258782218314666
"4",27,2020,281775,713,708,715,15.51,9.57,10.11,9.26,24.1,299,289,195,500,70.91,87.76,230,4900,9.06,712,294,NA,2.4636678200692,0.14530612244898,3.69019608002851,16.9849925224181,2.85247999363686,9.72589792060491,1.01490499936877,2.058,"Antigone canadensis tabida","F",NA,"MSB",0.0320922815948477
"5",86,2020,281799,530,533,535,13.48,9.52,10.37,8.25,12.3,251,251,190,510,75.88,86.62,227,4700,9.66,532.666666666667,251,NA,2.12217795484728,0.113333333333333,3.67209785793572,16.7506868360223,2.72645552025831,9.57713132410876,1.73930648604874,1.89734717416378,"Antigone canadensis tabida","F","N","MSB",-0.0819973484153909
"6",89,2020,281802,576,581,580,14.96,9.97,10.79,9.1,16.1,286,286,167,495,71.6,90.46,216,4550,8.97,579,286,NA,2.02447552447552,0.127252747252747,3.65801139665711,16.5705579634347,2.76267856372744,10.2398405349794,1.42509418597367,1.94980104071013,"Antigone canadensis tabida","F","N","MSB",-0.0364850107762705
"7",98,2020,281810,609,608,610,14.43,9.36,8.91,9.98,21.7,270,270,190,511,76.17,95.07,228,4900,8.17,609,270,NA,2.25555555555556,0.124285714285714,3.69019608002851,16.9849925224181,2.78461729263288,9.89727608494922,1.38723741577487,1.97035091011447,"Antigone canadensis tabida","F",NA,"MSB",-0.0357704194091337
"8",57,2020,281827,650,645,648,14.33,9.18,10.32,8.62,17,276,279,209,520,90.15,108.78,234,4950,9.26,647.666666666667,277.5,NA,2.32138590203106,0.130841750841751,3.69460519893357,17.0425692085873,2.81135154588012,9.49211045364891,1.23905734429703,1.92215236686391,"Antigone canadensis tabida","F",NA,"MSB",-0.0119437525123196
"9",62,2020,281829,654,650,653,15.7,10.4,10.31,10.16,19.3,256,262,195,534,85.22,105.95,235,4900,10.1,652.333333333333,259,NA,2.48982188295165,0.13312925170068,3.69019608002851,16.9849925224181,2.81446957093834,9.31643277501132,1.20905550062156,1.80427555443336,"Antigone canadensis tabida","F","N","MSB",-0.00591814110367018
"10",79,2020,281846,688,692,695,16.44,10.87,10.34,10.56,21.8,302,307,209,537,87.88,105.55,225,5350,12.5,691.666666666667,304.5,NA,2.25298588490771,0.129283489096573,3.72835378202123,17.4897899626765,2.83989684632845,11.0962962962963,1.17421977064886,1.94802492639639,"Antigone canadensis tabida","M","N","MSB",-0.00565390074775129
"11",188,2021,281852,605,603,604,14.21,9.59,9.32,8.67,15.5,289,284,NA,NA,NA,NA,NA,3700,10.54,604,286.5,NA,2.12676056338028,0.163243243243243,3.568201724067,15.4668037377204,2.78103693862113,NA,1.06492039822815,NA,"Antigone canadensis canadensis","M","N","MSB",-0.0306526049297163
"12",196,2021,281854,662,660,663,14.2,9.99,10.4,9.22,12.7,293,283,NA,NA,NA,NA,NA,3250,10.6,661.666666666667,288,NA,2.33804475853946,0.203589743589744,3.51188336097887,14.8124803420369,2.82063925637947,NA,0.779460563800291,NA,"Antigone canadensis canadensis","M","N","MSB",0.039757302175751
"13",220,2021,281858,644,645,644,13.95,10.6,8.99,9.56,19.6,304,307,NA,NA,NA,NA,NA,3950,10.58,644.333333333333,305.5,NA,2.09880564603692,0.163122362869198,3.59659709562646,15.8075912888041,2.80911059930889,NA,0.998999327978752,NA,"Antigone canadensis canadensis","M","N","MSB",-0.0181119409129427
"14",NA,2009,170348,721,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4992,NA,721,NA,NA,NA,0.14443108974359,3.69827457667437,17.0906347267917,2.85793526471943,NA,1.00830830965622,NA,"Antigone canadensis tabida","F","N","MSB",0.0322202010941925
"15",NA,2009,170349,788,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5807,NA,788,NA,NA,NA,0.135698295161013,3.76395182603332,17.9742429961238,2.89652621748956,NA,0.981948452678503,NA,"Antigone canadensis tabida","M",NA,"MSB",0.0275003977059872
"16",NA,2009,170353,710,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5256,NA,710,NA,NA,NA,0.135083713850837,3.72065535655172,17.3867517068787,2.85125834871908,NA,1.09478278119421,NA,"Antigone canadensis tabida","F","N","MSB",0.0107843159018792
"17",NA,2009,170354,768,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6121,NA,768,NA,NA,NA,0.125469694494364,3.78682237949919,18.2925447649908,2.88536122003151,NA,1.08965555826823,NA,"Antigone canadensis tabida","M",NA,"MSB",0.00125345065300373
"18",NA,2009,170390,695,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5155,NA,695,NA,NA,NA,0.134820562560621,3.71222866961954,17.2746619171041,2.84198480459011,NA,1.1205941721443,NA,"Antigone canadensis tabida","M",NA,"MSB",0.00706773687886952
"19",NA,2009,170391,677,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3150,NA,677,NA,NA,NA,0.214920634920635,3.4983105537896,14.6589720887824,2.83058866868514,NA,0.721643186444672,NA,"Antigone canadensis canadensis","M",NA,"MSB",0.0571313881978923
"20",NA,2009,170392,601,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3169,NA,601,NA,NA,NA,0.189649731776586,3.5009222391903,14.6883860941191,2.77887447200274,NA,0.921218379794076,NA,"Antigone canadensis canadensis","F",NA,"MSB",0.00398853260360201
"21",NA,2009,170395,668,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4705,NA,668,NA,NA,NA,0.141976620616366,3.67255962776328,16.7566246907685,2.82477646247555,NA,1.10712332819391,NA,"Antigone canadensis tabida","F",NA,"MSB",0.0160190804338541
"22",NA,2009,170396,614,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5165,NA,614,NA,NA,NA,0.118877057115198,3.71307032585564,17.2858248681377,2.78816837114117,NA,1.4385431145158,NA,"Antigone canadensis tabida","F",NA,"MSB",-0.0473037254174602
"23",NA,2009,170398,724,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4854,NA,724,NA,NA,NA,0.149155335805521,3.68609977199592,16.9316750120634,2.85973856619715,NA,0.972326088947224,NA,"Antigone canadensis tabida","F","N","MSB",0.0420521578802623
"24",NA,2009,170399,785,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6046,NA,785,NA,NA,NA,0.129837909361561,3.7814681428418,18.2175252837974,2.89486965674525,NA,1.03019189419449,NA,"Antigone canadensis tabida","M","N","MSB",0.0142927300945628
"25",NA,2009,170400,800,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6106,NA,800,NA,NA,NA,0.131018670160498,3.78575679996264,18.2775900945208,2.90308998699194,NA,1.001765625,NA,"Antigone canadensis tabida","M","N","MSB",0.0196849123201267
"26",NA,2009,170401,749,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5825,NA,749,NA,NA,NA,0.128583690987124,3.76529592969806,17.9927954706696,2.87448181769947,NA,1.09023869832674,NA,"Antigone canadensis tabida","M","N","MSB",0.0045696309221077
"27",NA,2009,170402,784,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5691,NA,784,NA,NA,NA,0.137761377613776,3.75518858560832,17.8537532613985,2.89431606268444,NA,0.972177933673469,NA,"Antigone canadensis tabida","M","N","MSB",0.0310691476648258
"28",NA,2009,170403,709,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5334,NA,709,NA,NA,NA,0.132920884889389,3.72705301135386,17.472337248116,2.85064623518307,NA,1.11416584275117,NA,"Antigone canadensis tabida","M","Y","MSB",0.00595327922543942
"29",NA,2009,170404,636,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3586,NA,636,NA,NA,NA,0.177356385945343,3.55461028522616,15.3062955566212,2.80345711564841,NA,0.930862109884894,NA,"Antigone canadensis canadensis","M","Y","MSB",-0.0007975621946053
"30",NA,2009,170405,580,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3172,NA,580,NA,NA,NA,0.182849936948298,3.50133317864557,14.6930196547085,2.76342799356294,NA,0.990071343638526,NA,"Antigone canadensis canadensis","F","N","MSB",-0.011682740260082
"31",NA,2009,170406,634,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3498,NA,634,NA,NA,NA,0.181246426529445,3.54381980514266,15.1800523188512,2.80208925788173,NA,0.913756729592294,NA,"Antigone canadensis canadensis","M","Y","MSB",0.00373724945314374
"32",NA,2009,170410,802,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5770,NA,802,NA,NA,NA,0.138994800693241,3.76117581315573,17.9359866108571,2.90417436828416,NA,0.941925112406018,NA,"Antigone canadensis tabida","M","N","MSB",0.0369791857152673
"33",NA,2009,170411,749,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5814,NA,749,NA,NA,NA,0.128826969384245,3.76447502743441,17.9814623967723,2.87448181769947,NA,1.08817987846724,NA,"Antigone canadensis tabida","M","N","MSB",0.00511097359582925
"34",NA,2009,170412,820,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5273,NA,820,NA,NA,NA,0.155509197800114,3.72205777133146,17.4054767627828,2.91381385238372,NA,0.823416121356336,NA,"Antigone canadensis tabida","M","N","MSB",0.0724149994019887
"35",NA,2009,170413,692,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5140,NA,692,NA,NA,NA,0.134630350194553,3.71096311899528,17.2578903901354,2.84010609445676,NA,1.12704233352267,NA,"Antigone canadensis tabida","F","N","MSB",0.00602359206346369
"36",NA,2009,170416,614,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3222,NA,614,NA,NA,NA,0.19056486654252,3.5081255360832,14.7698191872938,2.78816837114117,NA,0.897383526615667,NA,"Antigone canadensis canadensis","F",NA,"MSB",0.00934204355506107
"37",NA,2009,170417,567,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480,NA,567,NA,NA,NA,0.162931034482759,3.54157924394658,15.1539697033502,2.75358305889291,NA,1.13658632177151,NA,"Antigone canadensis canadensis","F","N","MSB",-0.0435433050841945
"38",NA,2009,170418,674,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3318,NA,674,NA,NA,NA,0.203134418324292,3.52087638168834,14.915075653299,2.82865989653532,NA,0.766912625804577,NA,"Antigone canadensis canadensis","M","N","MSB",0.0428585293050883
"39",NA,2009,170422,570,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3106,NA,570,NA,NA,NA,0.183515775917579,3.49220145139254,14.5903983907609,2.75587485567249,NA,1.00378578024007,NA,"Antigone canadensis canadensis","F","N","MSB",-0.0142405890864437
"40",NA,2009,170423,500,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2981,NA,500,NA,NA,NA,0.167728950016773,3.47436197603263,14.3919837069861,2.69897000433602,NA,1.25202,NA,"Antigone canadensis canadensis","F","N","MSB",-0.0613867897640479
"41",NA,2009,170424,635,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393,NA,635,NA,NA,NA,0.187150014736222,3.53058385964512,15.0266193992282,2.80277372529198,NA,0.883538967077934,NA,"Antigone canadensis canadensis","M","Y","MSB",0.0116621185929458
"42",NA,2009,170425,609,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305,NA,609,NA,NA,NA,0.184266263237519,3.51917146382166,14.8955709551102,2.78461729263288,NA,0.935677481456316,NA,"Antigone canadensis canadensis","M","Y","MSB",-0.000251440787933265
"43",NA,2009,170426,730,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5222,NA,730,NA,NA,NA,0.139793182688625,3.71783686748693,17.3491801166713,2.86332286012046,NA,1.02891724526178,NA,"Antigone canadensis tabida","F","N","MSB",0.0247074753710746
"44",NA,2009,170427,739,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5195,NA,739,NA,NA,NA,0.142252165543792,3.7155855518932,17.3192275113406,2.86864443839483,NA,0.998817111958705,NA,"Antigone canadensis tabida","M","N","MSB",0.0315136800825615
"45",NA,2009,170629,779,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,NA,779,NA,NA,NA,0.127142157662804,3.78724788033195,18.2985197922865,2.89153745767256,NA,1.06013766373729,NA,"Antigone canadensis tabida","M","N","MSB",0.00714909245618231
"46",NA,2009,170630,604,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3403,NA,604,NA,NA,NA,0.177490449603291,3.53186194909581,15.0413672930784,2.78103693862113,NA,0.979438950046051,NA,"Antigone canadensis canadensis","M","N","MSB",-0.010773815794322
"47",NA,2009,170635,686,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5417,NA,686,NA,NA,NA,0.126638360716264,3.7337588355872,17.5624976254097,2.83632411570675,NA,1.20864818230499,NA,"Antigone canadensis tabida","F","N","MSB",-0.0127909852256706
"48",NA,2009,170638,645,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5285,NA,645,NA,NA,NA,0.122043519394513,3.72304499164344,17.4186702313652,2.80955971463527,NA,1.33387416621597,NA,"Antigone canadensis tabida","F","N","MSB",-0.0324901591888997
"49",NA,2009,170688,714,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5132,NA,714,NA,NA,NA,0.13912704598597,3.71028664770289,17.2489322310433,2.85369821177617,NA,1.05701103971,NA,"Antigone canadensis tabida","F",NA,"MSB",0.0200618072855567
"50",NA,2009,170689,579,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3340,NA,579,NA,NA,NA,0.173353293413174,3.52374646681156,14.9479678673206,2.76267856372744,NA,1.0461130947587,NA,"Antigone canadensis canadensis","F","N","MSB",-0.0246928136916427
"51",NA,2009,170711,625,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755,NA,625,NA,NA,NA,0.226860254083485,3.4401216031878,14.0186825406657,2.79588001734408,NA,0.740544,NA,"Antigone canadensis canadensis","F","N","MSB",0.0542535855602118
"52",NA,2009,170718,761,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5622,NA,761,NA,NA,NA,0.135361081465671,3.74989084127142,17.7813042772694,2.88138465677057,NA,1.01932066010385,NA,"Antigone canadensis tabida","M","Y","MSB",0.0216313307091508
"53",NA,2009,170755,698,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5126,NA,698,NA,NA,NA,0.136168552477565,3.70977860184823,17.2422075004471,2.84385542262316,NA,1.10473230925854,NA,"Antigone canadensis tabida","M","Y","MSB",0.0105540481519708
"54",NA,2009,170756,619,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4588,NA,619,NA,NA,NA,0.134917175239756,3.66162340922923,16.6165606251437,2.79169064902012,NA,1.25727827205796,NA,"Antigone canadensis tabida","F","Y","MSB",-0.00985486134842345
"55",NA,2009,170757,758,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5392,NA,758,NA,NA,NA,0.140578635014837,3.73174988352726,17.5354383910929,2.87966920563205,NA,0.985373256939175,NA,"Antigone canadensis tabida","M","N","MSB",0.0318789048953012
"56",NA,2009,170764,554,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2990,NA,554,NA,NA,NA,0.185284280936455,3.47567118832443,14.4064528692515,2.74350976472843,NA,1.02291832292875,NA,"Antigone canadensis canadensis","F","N","MSB",-0.0175632020805424
"57",NA,2009,170766,674,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3523,NA,674,NA,NA,NA,0.191314220834516,3.54691264318124,15.2161301528044,2.82865989653532,NA,0.814295714499555,NA,"Antigone canadensis canadensis","M","N","MSB",0.0286160263588883
"58",NA,2009,170772,662,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3559,NA,662,NA,NA,NA,0.186007305422872,3.55132798800385,15.2677836074633,2.8208579894397,NA,0.852709905897171,NA,"Antigone canadensis canadensis","F","N","MSB",0.0183988123782319
"59",NA,2009,170788,682,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5210,NA,682,NA,NA,NA,0.130902111324376,3.71683772329952,17.3358806249764,2.83378437465648,NA,1.1761379761096,NA,"Antigone canadensis tabida","F","N","MSB",-0.00417212607004971
"60",NA,2009,170795,682,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5299,NA,682,NA,NA,NA,0.12870352896773,3.72419391951433,17.4340373943697,2.83378437465648,NA,1.19622939259208,NA,"Antigone canadensis tabida","F","N","MSB",-0.00902315779902716
"61",NA,2009,170828,778,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5238,NA,778,NA,NA,NA,0.148529973272241,3.71916549408921,17.3668811161872,2.89097959698969,NA,0.908647841343898,NA,"Antigone canadensis tabida","M","N","MSB",0.0514880515703829
"62",NA,2009,170829,644,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4890,NA,644,NA,NA,NA,0.131697341513292,3.68930885912362,16.9734302366649,2.80888586735981,NA,1.23801647312989,NA,"Antigone canadensis tabida","F","Y","MSB",-0.0109167682874714
"63",NA,2009,170834,666,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5064,NA,666,NA,NA,NA,0.131516587677725,3.7044936970093,17.1724093437858,2.8234742291703,NA,1.19876633390147,NA,"Antigone canadensis tabida","F","N","MSB",-0.00634202332893005
"64",NA,2009,170845,611,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560,NA,611,NA,NA,NA,0.133991228070175,3.65896484266443,16.5826886836994,2.78604121024255,NA,1.28254236970328,NA,"Antigone canadensis tabida","F","N","MSB",-0.0137511126928594
"65",1,2020,281701,721,730,729,18.84,10.82,10.77,10.85,22.5,293,289,190,505,87.21,104.77,253,5850,11.3,726.666666666667,291,NA,2.51441753171857,0.124216524216524,3.76715586608218,18.0184994991457,2.86133523888494,9.59630676936056,1.16325435569397,2.4085873933928,"Antigone canadensis tabida","M","N","MSB",-0.00980347994101882
"66",2,2020,281702,695,696,695,18.01,11.26,10.42,11.6,29.4,280,283,220,543,89.42,109.51,259,6300,NA,695.333333333333,281.5,NA,2.45700824499411,0.11037037037037,3.79934054945358,18.4691475044783,2.84219304937085,9.86121256391527,1.36818161344084,2.2435212600348,"Antigone canadensis tabida","M",NA,"MSB",-0.050169806993414
"67",4,2020,281704,760,758,759,13.57,10.3,9.38,9.36,22,289,290,210,530,90.6,106.85,250,5900,12,759,289.5,NA,2.61724137931034,0.12864406779661,3.77085201164214,18.0696886932119,2.88024177589548,9.912,1.075369609482,2.20541117835529,"Antigone canadensis tabida","M","N","MSB",0.0066656398415475
"68",5,2020,281705,795,791,791,17.03,10.27,9.35,9.52,32,NA,273,200,515,80.05,94.2,240,5300,9.69,792.333333333333,NA,NA,2.9023199023199,0.149496855345912,3.72427586960079,17.4351340126513,2.89890792700852,9.66145833333333,0.886439937920002,2.09821849373174,"Antigone canadensis tabida","M","N","MSB",0.0560463527006742
"69",7,2020,281706,667,670,667,15,9.17,10.16,9.79,18.4,290,303,205,530,84.81,97.49,240,5400,10.12,668,296.5,NA,2.2046204620462,0.123703703703704,3.73239375982297,17.5441064292772,2.82477646247555,9.84375,1.27066226827782,2.0185119259523,"Antigone canadensis tabida","M","N","MSB",-0.0234384414458952
"70",6,2020,281707,768,763,764,15.48,11.91,9.72,10.87,21.4,310,304,205,523,79.54,97.09,262,6300,13.51,765,307,NA,2.51644736842105,0.121428571428571,3.79934054945358,18.4691475044783,2.88366143515362,9.63667618437154,1.13033448673587,2.4183907373624,"Antigone canadensis tabida","M","N","MSB",-0.00870142121064602
"71",9,2020,281709,705,704,708,15.67,11.35,9.79,10.08,17.7,295,304,240,480,92.82,109.09,240,5800,9.86,705.666666666667,299.5,NA,2.32127192982456,0.121666666666667,3.76342799356294,17.9670177914305,2.84859960329975,10.5729166666667,1.2229764269676,2.64322916666667,"Antigone canadensis tabida","M","N","MSB",-0.0200807760061165
"72",20,2020,281713,662,664,658,16.45,12.34,11.42,11.1,18.2,273,272,180,510,75.24,96.64,245,5300,10.6,661.333333333333,272.5,NA,2.43137254901961,0.124779874213836,3.72427586960079,17.4351340126513,2.8204204130985,9.27113702623907,1.27240199824402,2.13956170703576,"Antigone canadensis tabida","M","N","MSB",-0.0224411612093461
"73",22,2020,281714,685,688,681,15.14,11.47,11.42,9.48,16.9,309,304,195,535,97.64,77,260,5750,12.22,684.666666666667,306.5,NA,2.25219298245614,0.119072463768116,3.75966784468963,17.9152393550797,2.8354791845416,8.93121301775148,1.28794932157929,2.10935452877981,"Antigone canadensis tabida","M","N","MSB",-0.030721570654545
"74",25,2020,281717,632,634,632,13.39,8.51,10.81,9.04,15.6,293,294,180,484,67.93,79.44,204,3900,9.71,632.666666666667,293.5,NA,2.15192743764172,0.162222222222222,3.5910646070265,15.7406091663144,2.80117495337161,9.83996539792388,1.02306681871328,1.74808756232498,"Antigone canadensis canadensis","M","N","MSB",-0.0230211736608225
"75",27,2020,281719,684,675,679,15.99,8.17,7.97,8.88,17.8,280,274,190,460,65.53,77.51,190,3950,8.99,679.333333333333,277,NA,2.47931873479319,0.171983122362869,3.59659709562646,15.8075912888041,2.83208292495075,11.48891966759,0.898712008636688,1.96006616257089,"Antigone canadensis canadensis","M","N","MSB",0.00486038472891185
"76",30,2020,281722,738,742,740,16.3,11.15,11.53,9.79,24.5,293,297,220,557,82.07,103.32,238,5600,14.04,740,295,NA,2.49158249158249,0.132142857142857,3.7481880270062,17.758080034852,2.86923171973098,10.3806228373702,1.07377647918188,1.89525187832999,"Antigone canadensis tabida","M","N","MSB",0.0106013117902702
"77",29,2020,281724,657,663,659,13.33,10.54,8.38,11.02,18.1,306,304,177,534,73.16,97.62,248,5050,9.32,659.666666666667,305,NA,2.16995614035088,0.130627062706271,3.70329137811866,17.1565697162171,2.81932453948673,8.62139047866805,1.21851701583147,1.85950847956908,"Antigone canadensis tabida","M","N","MSB",-0.00969884575929754
"78",38,2020,281725,716,717,709,14.29,10.59,10.26,9.58,16.1,311,309,195,510,76.99,98.28,223,5100,10.14,714,310,NA,2.31067961165049,0.14,3.70757017609794,17.2130062072632,2.85369821177617,10.7683645357839,1.05042016806723,2.05882352941176,"Antigone canadensis tabida","F",NA,"MSB",0.0218531801040223
"79",66,2020,281729,616,610,614,14.62,9.93,9.74,10.04,17.9,262,269,185,505,76.56,89,223,5000,9.59,613.333333333333,265.5,NA,2.28004956629492,0.122666666666667,3.69897000433602,17.099759466767,2.78769656828987,10.5572201331215,1.39561672967864,2.05862170375453,"Antigone canadensis tabida","F","N","MSB",-0.0384770939851766
"80",67,2020,281730,631,634,632,13.38,10.14,9.72,9.3,19.2,298,300,200,520,83.67,98.75,235,5400,10.27,632.333333333333,299,NA,2.10777777777778,0.117098765432099,3.73239375982297,17.5441064292772,2.800946076169,10.2670891806247,1.41804791795941,2.09689349112426,"Antigone canadensis tabida","F","N","MSB",-0.0472688277524409
